id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
61270,0,7,1,8,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.4,0,0.85,11,1,1,0,1,11,1,1,2,1,53,2,0.447213595,0.880200015,0.377491722,3.16227766,0.3,0,0.3,2,2,8,3,8,2,5,7,0,2,5,0,0,1,0,1,0
61271,0,5,1,11,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.8,0.5,0.935748364,7,1,1,0,1,14,1,1,0,1,104,2,0.399749922,0.628769624,0.210950231,2.236067978,0.8,0.7,0.7,4,2,9,1,9,1,10,4,0,1,6,0,1,1,0,0,0
61291,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.7,0.1,0.801171018,5,0,1,9,1,11,1,1,2,1,56,3,0.489897949,1.090852271,0.428369,3.16227766,0.7,0.6,0.4,3,3,8,3,7,4,9,8,1,6,9,0,1,0,0,1,0
61300,0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.4,0,0.75124896,11,1,1,0,0,4,1,1,2,1,84,3,0.316227766,0.753133948,0.320156212,3.464101615,0.9,0.8,0,3,1,6,4,11,2,8,9,0,1,7,1,1,1,0,1,0
61322,0,4,1,10,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.9,1.1,1.605654072,11,0,1,1,1,5,1,0,2,1,104,3,0.4,1.504126555,0.373496988,3.605551276,0.4,0.4,0.6,3,3,7,3,8,2,5,3,1,1,11,0,0,0,1,1,0
61339,0,1,2,6,1,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.6,0.5,0.989949494,5,1,1,0,0,6,1,1,2,1,27,3,0.374165739,0.744985301,0.320468407,3.31662479,0.5,0.8,0.2,3,2,4,3,10,4,8,5,1,2,5,0,0,0,0,0,0
61364,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0.5,0.2,0.566789202,7,1,0,0,1,0,1,1,3,1,87,3,0.316227766,0.66528438,0.294448637,3,0.4,0.4,0.9,3,2,7,0,9,2,7,7,0,0,11,0,0,1,1,0,1
61373,0,5,1,7,0,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0.9,0.5,0.828024758,7,0,1,0,1,1,1,1,2,1,104,2,0.435889894,0.895304556,0.362629287,3.16227766,0.9,0.2,0.8,2,0,7,2,10,4,9,5,1,2,13,0,1,0,0,0,1
61389,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.9,1,1.215010288,11,0,1,1,0,1,1,1,2,1,35,1,0.374165739,0.940337442,0.304959014,3.605551276,0.3,0.8,0.5,1,1,6,3,10,3,7,2,4,6,7,0,0,0,0,0,0
61390,0,0,1,6,1,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0.9,0.8,1.014889157,3,1,0,0,0,11,1,1,0,1,103,3,0.316227766,0.571228197,0.288790582,2.449489743,0.9,0.3,0.2,3,4,8,4,10,4,3,5,2,5,7,0,0,1,0,0,1
61431,0,5,1,3,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.5,0.9,0.851469318,7,1,1,0,0,1,1,1,2,1,65,1,0.316227766,0.541882242,0.288097206,2.645751311,0.6,0.5,0.9,2,1,8,0,10,4,5,3,1,3,6,0,0,0,0,0,0
61436,0,5,1,5,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0.7,0.1,0.547722558,7,1,1,0,0,0,1,0,2,1,37,2,0.316227766,0.840346249,0.31144823,3.605551276,0.1,0.4,0.6,3,1,10,5,11,3,8,6,1,2,8,0,1,0,1,0,0
61441,0,3,1,5,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0.4,0,0.835912675,7,1,0,0,1,1,1,1,1,1,91,2,0.424264069,0.83857169,0.360555128,3,0.5,0.5,0.5,3,2,8,1,9,4,2,9,0,4,7,0,1,0,0,0,0
61444,0,5,1,4,1,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0.9,1.3,1.482185886,11,1,1,0,0,11,1,1,2,1,11,2,0.316227766,0.696641886,0.303315018,3.464101615,0.4,0.9,0.2,1,2,5,2,8,3,4,1,3,2,4,0,0,1,0,0,1
61455,0,2,1,9,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.7,0.6,0.948683298,11,0,1,0,1,10,1,0,2,1,28,3,0.387298335,1.109882356,0.338673884,3.741657387,0.8,0.1,0.8,2,1,8,3,7,4,8,4,2,5,9,0,1,1,0,0,1
61459,0,1,1,7,0,4,1,0,0,0,0,0,0,0,0,8,1,0,0,0.8,0.2,0.415331193,7,1,0,0,0,4,1,1,2,1,84,3,0.316227766,0.642904695,0.320156212,3,0.3,0.8,0.6,2,4,9,2,12,4,7,7,4,2,4,1,1,0,0,1,1
61461,0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0.9,1.4,1.582916612,9,1,1,0,0,14,1,1,2,1,60,1,0.316227766,0.622063349,0.307083051,3.16227766,0,0.9,0.8,3,0,5,1,8,2,9,5,0,2,9,0,1,0,0,0,0
61494,0,5,1,5,1,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.4,0.5,0.691917625,5,1,0,0,0,14,1,1,1,1,68,3,0.399499687,0.69918784,0.347850543,2,0.3,0.8,0.5,4,1,7,2,8,1,9,8,2,2,9,0,1,0,0,1,0
61506,0,3,1,4,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0.9,0.9,1.44222051,11,0,1,9,1,14,1,1,2,1,104,3,0.591607978,1.469405626,0.398497177,3.31662479,0.6,0.7,0.6,1,4,6,2,8,3,12,4,1,1,11,0,1,0,0,0,0
61513,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.9,0.1,0.410030487,7,1,0,0,1,11,1,1,2,1,99,2,0.316227766,0.564899611,0.303315018,2.236067978,0.2,0.7,0.1,1,3,5,3,8,2,5,3,4,3,9,0,0,1,0,0,0
61530,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.9,0.6,1.126388033,11,1,1,0,0,4,1,1,2,1,9,2,0.316227766,0.625805266,0.320156212,2.828427125,0.5,0.7,0,3,1,8,5,9,4,4,10,2,2,4,0,1,1,0,0,1
61549,0,1,1,6,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.7,0.5,0.672216483,7,1,1,0,0,6,1,1,0,1,77,2,0.374165739,0.793491083,0.342052628,3.605551276,0.5,0.8,0,1,2,8,2,10,0,11,8,1,3,12,0,1,1,1,0,0
61560,0,7,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.4,0.6,1.23541491,9,1,0,9,0,15,1,1,1,1,41,2,0.547722558,1.230777823,0.426028168,2.645751311,0.4,0.2,0.3,3,1,9,2,10,4,6,5,2,4,7,1,0,1,0,1,1
61568,0,0,1,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.9,0.3,0.733143915,11,0,0,8,0,13,1,1,4,1,20,3,0.447213595,0.746686897,0.371483512,1.732050808,0.8,0.6,0.6,1,2,8,3,8,5,7,4,0,5,4,0,0,1,0,0,0
61569,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,1.2,1.334868907,11,0,0,9,1,10,1,1,2,1,81,3,0.447213595,1.239934682,0.390896406,3.31662479,0.1,0.7,0.1,2,2,8,2,10,3,7,3,1,6,3,0,1,0,1,1,0
61580,0,0,2,6,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0.9,0.4,0.796084166,11,1,1,0,1,1,1,0,2,1,38,3,0.316227766,0.819304785,0.299165506,3.741657387,0.1,0.3,0.5,2,4,9,3,6,1,8,6,1,3,12,0,0,1,0,1,0
61581,0,1,1,6,0,6,1,0,0,0,0,0,0,0,0,9,1,0,0,0.7,0.2,0.550567889,0,1,1,0,0,11,1,0,1,1,101,3,0.374165739,0.899563714,0.321403174,3.605551276,0.6,0.9,0.1,4,4,8,2,10,3,4,10,2,3,8,0,1,1,0,0,0
61594,0,5,1,11,0,0,0,0,1,0,0,0,0,0,0,13,0,0,1,0.4,0.2,0.814708537,11,0,1,8,1,9,1,1,2,1,13,3,0.447213595,1.132310955,0.399124041,3.605551276,0.4,0.6,0.3,2,1,8,4,7,1,6,2,1,4,9,0,0,1,0,1,0
61597,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0.8,0.3,0.724137418,5,1,1,0,0,1,1,0,2,1,51,2,0.4,0.986497687,0.436348485,3.741657387,0.9,0.7,0.3,1,2,9,2,7,2,8,2,2,0,8,0,0,0,1,0,0
61616,0,3,2,2,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0,0,0.584166072,7,1,1,0,0,11,1,1,2,1,57,2,0.374165739,0.706185774,0.328633535,3,0.7,0.5,0.1,5,4,9,1,9,1,7,2,2,4,9,0,1,1,0,1,0
61619,0,2,2,3,1,0,0,1,0,0,0,0,1,0,1,5,1,0,0,0.8,0.1,0.639824195,7,1,1,0,1,0,1,1,2,1,22,3,0.316227766,0.724483287,0.310322413,3.16227766,0.4,0.5,0.8,1,3,9,2,10,2,5,6,1,3,11,0,1,1,0,0,0
61642,0,5,3,5,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.9,1,1.060954759,11,1,1,0,0,14,1,1,2,1,68,3,0.4,0.957937695,0.344383507,3.464101615,0.4,0,0.3,1,3,9,1,10,3,7,11,0,1,9,0,1,0,0,1,0
61654,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.7,0.1,0.529740503,7,1,1,0,0,14,1,0,2,1,42,2,0.4,0.873354415,0.33763886,3.605551276,0,0.5,0.2,5,3,9,3,10,2,8,3,3,2,5,1,1,0,1,0,0
61655,0,5,1,7,0,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.8,0.5,0.809320703,11,1,1,0,1,14,1,1,2,1,72,3,0.4,1.058856783,0.350428309,3.605551276,0.7,0.1,0.6,0,2,8,2,10,0,5,9,1,2,6,0,1,0,0,0,1
61668,0,2,1,7,0,4,1,0,0,0,0,0,0,0,0,10,0,0,0,0.7,0.2,0.656696277,7,1,1,0,0,1,1,1,2,1,64,3,0.316227766,0.679721777,0.301662063,3.16227766,0.7,0,0.5,2,2,8,3,8,3,12,4,0,5,8,0,1,1,0,0,0
61675,0,5,1,7,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.7,0.2,0.617454452,7,1,0,2,1,1,1,1,2,1,1,0,0.374165739,0.899747439,0.336154726,3.464101615,0.6,0.5,0.5,1,1,7,2,10,1,5,11,2,3,7,0,0,1,0,0,1
61677,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0.9,0.3,0.733143915,7,0,0,0,1,10,1,1,3,1,28,3,0.374165739,0.663527388,0.328633535,2,0.9,0.8,0.6,4,2,10,5,8,2,7,5,3,1,9,0,1,0,0,1,0
61683,0,5,1,10,1,0,0,1,0,0,0,0,0,0,0,13,0,0,1,0.9,1.8,1.404234667,11,0,1,1,1,10,1,1,2,1,104,2,0.447213595,0.823768803,0.379473319,2.449489743,0.4,0.8,0.8,3,3,10,4,11,1,9,2,2,2,8,0,1,1,1,1,0
61713,0,6,1,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.9,1.6,1.628841613,11,0,1,1,1,17,1,1,2,1,104,1,0.374165739,1.221290132,0.323264598,3.31662479,0.4,0.5,0,3,3,6,2,9,3,9,6,2,7,9,0,0,0,0,0,0
61717,0,6,1,6,0,3,0,0,1,0,0,0,0,0,0,9,0,1,0,0.8,0.3,0.783421981,7,0,1,0,0,10,1,1,2,1,89,2,0.387298335,0.990252076,0.336154726,3.464101615,0.4,0.8,0.8,4,3,7,3,10,2,9,5,3,4,11,0,1,1,1,0,0
61727,0,3,1,6,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.8,0.5,0.422048575,11,1,1,0,0,9,1,0,0,1,21,3,0.316227766,0.863409061,0.313049517,3.741657387,0.4,0.2,0.9,1,3,8,4,8,3,6,5,1,2,11,0,1,0,0,1,0
61768,0,5,3,6,1,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.913783344,11,1,1,0,0,11,1,0,2,1,36,3,0.374165739,0.96739191,0.326649659,3.741657387,0.7,0.1,0.3,3,5,8,2,9,1,3,6,2,4,5,0,0,1,0,0,0
61778,0,5,1,11,0,0,0,0,0,1,0,0,0,0,0,7,0,0,1,0.6,0.7,1.160549439,11,1,0,0,1,14,1,1,2,1,82,3,0.316227766,0.734309002,0.329241553,3.605551276,0.1,0.8,0.8,3,2,7,2,11,4,10,4,0,3,4,0,0,0,0,1,1
61796,0,2,1,4,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.9,1.2,1.556839748,11,1,1,0,1,14,1,1,2,1,60,1,0.316227766,0.637677216,0.307083051,3,0.1,0.5,0.4,0,3,8,6,9,0,9,5,1,6,7,0,0,1,1,0,0
61825,0,0,1,5,0,4,0,1,0,0,0,0,0,0,0,6,1,0,0,0.7,0,0.579870675,11,1,0,0,0,0,1,1,2,1,34,2,0.4,0.794414905,0.314483704,3.464101615,0.4,0.6,0.1,3,2,10,5,9,1,12,9,1,6,12,0,0,1,1,0,0
61894,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0.9,0.3,0.589491306,7,0,0,8,0,9,1,1,1,1,13,3,0.519615242,0.946743003,0.399124041,2.828427125,0.2,0.2,0.1,5,1,9,2,11,5,12,7,2,2,8,0,0,1,0,1,0
61902,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.7,0.3,0.646142399,11,1,1,0,1,0,1,0,2,1,46,3,0.4,0.921098092,0.300333148,3.741657387,0.1,0.8,0.5,4,1,8,3,9,1,9,7,1,2,10,0,1,0,0,1,1
61910,0,0,1,9,1,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0.9,1,1.390368656,11,1,0,0,1,14,1,1,2,1,60,1,0.316227766,0.644220972,0.307083051,3.31662479,0.3,0,0.1,1,2,7,2,9,2,8,6,1,2,6,0,1,1,0,0,0
61915,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0.9,0.1,0.273861279,7,1,0,0,0,11,1,1,2,1,76,3,0.316227766,0.795259716,0.318119474,3.605551276,0.9,0,0.9,0,3,8,2,11,3,8,9,2,2,2,0,0,1,0,1,0
61927,0,2,1,7,0,0,1,0,0,0,0,0,0,0,0,10,0,1,0,0.9,0.5,0.790174032,11,0,1,9,1,9,1,0,1,1,104,3,0.489897949,1.415673773,0.414487635,3.464101615,0.5,0.1,0.6,2,1,7,4,8,3,10,5,1,1,4,0,0,1,0,0,0
61938,0,3,1,9,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.9,1.2,1.354852391,11,0,1,0,1,4,1,0,2,1,12,3,0.4,0.870042034,0.342344855,3.741657387,0.4,0.6,0.4,3,2,7,2,10,1,9,5,4,3,3,0,1,1,0,0,0
61954,0,4,1,7,1,0,0,1,0,0,0,0,0,0,0,12,0,1,0,0.9,0.5,0.959492053,11,0,1,0,1,15,1,1,2,1,5,2,0.447213595,1.077550789,0.325576412,3.31662479,0.2,0.5,0.9,1,3,8,3,6,4,6,3,2,2,9,0,1,0,1,0,0
61973,0,0,4,10,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.5,0.5,1.080219885,11,1,0,0,1,4,1,1,2,1,84,3,0.316227766,0.715948772,0.320156212,3.605551276,0,0.4,0.8,1,2,8,2,10,3,8,5,2,5,8,1,1,0,0,1,0
61986,0,0,1,5,1,0,0,1,0,0,0,1,1,0,2,0,0,0,1,0.9,0.3,0.646625858,7,1,1,0,0,7,1,0,2,1,92,3,0.374165739,0.850619609,0.327871926,3.464101615,0.4,0.8,0,2,3,9,4,7,4,6,3,1,3,5,0,1,0,0,1,0
62030,0,0,4,5,1,0,0,1,0,0,0,0,0,0,0,8,0,1,0,0.6,1.3,1.48597611,9,1,1,0,0,10,1,0,2,1,28,3,0.374165739,1.033178919,0.324807635,3.741657387,0.4,0.5,0.6,3,3,7,6,8,3,5,5,2,0,6,0,1,1,1,0,0
62034,0,5,1,2,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0.9,0.5,0.846315544,11,1,1,0,1,7,1,1,0,1,92,3,0.374165739,0.842277756,0.327871926,3.464101615,0.2,0,0,2,3,10,3,9,2,8,6,0,5,8,1,0,1,0,0,0
62036,0,7,1,4,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.9,1.6,1.878163997,11,1,1,0,1,0,1,1,2,1,88,3,0.399874981,0.605040809,0.328937684,1.732050808,0.6,0.6,0.4,3,3,6,5,11,0,12,3,1,2,5,0,0,0,0,0,0
62040,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.5,0.2,0.526782688,7,1,0,0,1,11,1,1,2,1,103,3,0.316227766,0.604596717,0.288790582,2.828427125,0.2,0.8,0.9,3,0,8,3,9,1,8,9,1,3,6,1,0,0,0,1,0
62047,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0.8,1.3,1.314581683,3,1,1,0,1,11,1,1,2,1,67,2,0.374165739,0.735703969,0.300832179,3.464101615,0.1,0.3,0.1,2,4,8,2,10,3,8,4,3,4,6,0,1,1,1,1,0
62052,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.7,0.2,0.515388203,7,1,0,0,0,0,1,1,2,1,32,3,0.316069613,0.514921963,0.31144823,1.414213562,0.5,0.3,0.2,1,1,7,3,8,3,8,4,3,4,5,0,1,0,0,0,0
62070,0,2,3,9,1,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0.6,0.9,1.277448629,11,0,1,0,1,1,1,0,2,1,85,3,0.4,1.040028409,0.355668385,3.605551276,0.7,0.2,0.5,3,3,10,5,9,1,8,3,0,1,7,0,0,1,1,0,0
62105,0,1,1,7,0,1,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0.65,5,1,0,0,0,11,1,1,2,1,11,2,0.316227766,0.719274198,0.303315018,3.605551276,0.9,0.5,0.1,3,4,8,5,11,1,9,8,1,5,6,0,1,0,1,1,0
62133,0,2,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.3,0.774193128,11,0,0,0,0,6,1,1,2,1,104,2,0.447213595,0.841658143,0.372021505,3,0.9,0.1,0.2,2,3,9,4,9,1,7,6,0,2,4,0,1,0,0,0,0
62136,0,6,1,7,0,6,0,1,0,0,0,0,0,0,0,4,1,0,0,0.4,0.2,0.463006479,5,0,1,9,0,0,1,1,2,1,104,3,0.447213595,1.481288249,0.402740611,3.464101615,0.7,0.6,0.1,1,1,10,3,9,1,18,8,3,3,3,0,1,1,0,0,1
62148,0,7,1,10,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.6,0.9,1.092588669,11,1,1,0,1,0,0,0,2,1,34,2,0.4,0.981912874,0.314483704,3.741657387,0.9,0.6,0.5,2,2,9,2,10,2,10,4,1,4,9,0,1,0,0,1,0
62160,0,1,1,6,0,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.9,0.4,0.792937576,7,1,1,0,1,11,1,1,2,1,76,3,0.316227766,0.788777168,0.318119474,3.605551276,0,0.2,0.4,2,1,9,3,10,3,6,5,3,10,8,0,1,0,0,0,0
62169,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.6,0.2,0.689655711,5,1,0,0,0,10,0,1,2,1,28,3,0.374165739,0.69980812,0.324807635,2.645751311,0,0.4,0.8,3,3,7,2,9,4,9,6,0,3,15,1,0,1,1,0,0
62175,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0.4,0.740354645,11,1,0,0,0,0,1,1,2,1,37,2,0.316227766,0.704237469,0.31144823,3,0.8,0.8,0.7,3,2,6,3,10,3,9,5,1,5,12,0,1,1,0,0,1
62202,0,4,1,2,1,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0.4,0,0.826135582,11,1,1,0,0,11,1,1,2,1,17,2,0.374165739,0.884263246,0.327566787,3.464101615,0.1,0,0,4,0,8,4,8,2,7,7,0,2,11,0,1,0,0,0,1
62228,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0.9,1.2,1.453874135,11,1,1,0,0,11,1,0,2,1,101,3,0.374165739,0.899563714,0.321403174,3.605551276,0.5,0.8,0.4,3,1,6,2,10,3,9,6,2,2,7,0,1,1,0,0,0
62239,0,3,3,7,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.8,0.2,0.849632273,7,1,1,0,0,4,1,1,0,1,50,2,0.4,0.648010305,0.320156212,2.828427125,0.6,0.3,0.6,2,2,8,5,10,0,10,7,3,1,5,0,0,1,1,1,0
62245,0,2,1,5,1,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,0.9,1.504991694,7,1,1,0,0,1,1,1,2,1,40,2,0.374165739,0.796754782,0.324807635,3.464101615,0.2,0.6,0.8,3,2,6,1,10,2,8,5,0,4,7,0,0,1,1,0,0
62248,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,12,0,1,0,0.9,1.5,1.321693989,11,0,1,9,0,9,1,0,2,1,104,3,0.447213595,1.448852496,0.387298335,3.741657387,0.4,0.1,0.7,2,3,10,2,10,2,7,3,1,2,6,0,0,1,0,1,0
62270,0,4,1,3,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.5,0.3,0.706222345,11,0,1,9,1,15,1,1,2,1,58,3,0.519615242,1.467359466,0.488876263,3.605551276,0.6,0.2,0.8,4,2,6,4,9,1,15,4,2,2,5,0,0,1,0,0,0
62291,0,0,1,6,1,1,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.2,0.675,7,1,1,0,0,11,1,0,2,1,11,2,0.316227766,0.760518527,0.303315018,3.741657387,0.1,0,0.4,1,1,8,4,8,2,7,3,2,1,5,0,0,1,1,0,1
62294,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,10,0,0,0,0.6,0.2,0.538516481,7,1,1,0,0,1,1,0,1,1,38,3,0.316227766,0.804699523,0.299165506,3.741657387,0.3,0,0.5,3,1,6,1,7,0,12,0,2,3,4,0,1,0,0,1,1
62296,0,6,1,4,1,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.9,0.3,0.552268051,9,1,1,0,1,14,1,1,2,1,60,1,0.316227766,0.612456779,0.307083051,3,0.6,0.7,0.8,4,1,6,3,10,1,10,6,0,4,8,0,0,1,0,0,0
62306,0,4,3,3,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0.7,0.4,0.981070844,11,1,0,0,1,7,1,1,1,1,104,3,0.4,1.007861659,0.37469988,3.464101615,0.7,0.9,0.9,2,1,8,2,11,3,8,5,1,3,8,0,1,1,1,1,1
62325,0,3,1,8,0,6,0,0,0,1,0,0,0,0,0,11,0,1,0,0.8,0.3,0.493077073,11,0,0,1,1,11,1,1,2,1,104,2,0.489897949,1.111184685,0.393700394,3.31662479,0.3,0,0.5,1,1,10,1,12,1,5,12,4,3,10,0,0,1,0,1,0
62347,0,5,1,3,1,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0.4,0.3,0.949670996,11,0,1,9,1,0,1,1,2,1,104,3,0.447213595,1.472158981,0.402740611,3.464101615,0.4,0.5,0.2,2,3,9,4,10,4,8,4,0,3,3,0,1,1,0,0,0
62348,0,1,1,3,0,0,0,1,0,0,0,0,1,0,1,5,1,0,0,0.7,0.4,1.634969419,9,1,1,8,0,3,1,1,2,1,104,2,0.5,1.225975746,0.435315977,3.464101615,0.5,0.5,0.4,3,3,6,3,9,3,7,6,1,7,9,0,1,1,1,0,0
62352,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.9,0.3,0.638846617,1,1,0,2,0,1,1,1,3,1,90,0,0.424264069,0.71217279,0.261725047,2.645751311,0.6,0,0.8,3,1,9,5,11,3,10,6,3,3,5,0,0,1,1,1,0
62356,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0.667083203,9,1,0,0,0,1,1,1,0,1,64,3,0.316227766,0.613585857,0.301662063,2.828427125,0.5,0.4,0.3,0,2,8,2,9,3,12,6,2,3,9,0,1,1,1,0,0
62374,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0.9,0.4,0.818916968,11,1,0,0,1,1,1,0,0,1,10,2,0.316227766,0.771228493,0.324807635,3.605551276,0.1,0,0.6,2,2,9,4,10,2,14,11,2,2,2,0,1,0,0,0,1
62377,0,7,2,4,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0.9,1,1.241722594,11,1,1,0,0,0,1,0,2,1,78,3,0.4,0.913579826,0.328785645,3.605551276,0.7,0.1,0.1,1,2,7,3,9,2,5,4,0,3,8,0,1,0,0,0,1
62378,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.3,0.57662813,7,1,1,2,0,0,1,0,2,1,100,0,0.4,0.845650026,0.319374389,3.741657387,0.5,0.8,0.8,2,1,8,2,10,2,9,5,2,3,11,0,0,0,1,1,0
62402,0,2,1,3,0,4,0,1,0,0,0,0,0,0,0,2,0,1,0,0.8,0.2,0.578791845,11,0,1,0,0,10,1,0,2,1,89,2,0.387298335,1.108103137,0.336154726,3.605551276,0,0.9,0.8,1,3,7,3,11,4,9,7,3,2,4,0,1,1,0,1,0
62405,0,7,1,4,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.8,1.4,1.457737974,11,0,0,1,1,7,1,1,2,1,104,3,0.446878059,1.206901641,0.363042697,3.31662479,0.9,0.1,0,2,4,8,3,9,3,2,13,2,3,6,0,1,1,1,1,0
62428,0,0,2,3,1,0,0,0,0,1,0,0,0,0,0,9,0,0,1,0.8,0.4,0.952955928,11,1,1,0,0,11,1,0,2,1,11,2,0.316227766,0.763947448,0.303315018,3.741657387,0.6,0.1,0.9,3,3,5,4,11,2,5,9,1,5,9,0,1,1,1,1,1
62455,0,1,1,9,1,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.4,0,0.58630197,7,1,0,0,1,11,1,1,2,1,7,3,0.424264069,0.667779718,0.354259792,2.449489743,0,0.2,0.4,0,1,6,2,11,1,12,9,1,2,6,0,1,0,0,0,0
62457,0,5,2,3,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.9,0.8,1.167261753,11,0,1,0,1,15,1,1,1,1,5,2,0.447213595,1.111933763,0.325576412,3.31662479,0,0.5,0.5,5,3,6,4,12,2,8,6,0,1,8,0,1,1,0,0,0
